@relation 'Desercion_Academica-weka.filters.AllFilter-weka.filters.unsupervised.attribute.Remove-R1-3,10-12'

@attribute Edad numeric
@attribute Semestre numeric
@attribute AsignaturasCursadas numeric
@attribute AsignaturasAprobadas numeric
@attribute CreditosCursados numeric
@attribute CreditosAprobados numeric
@attribute Estado {GRADUADO,DESERTOR,ACTIVO}

@data
31,2,21,11,56,30,DESERTOR
28,1,5,5,17,17,ACTIVO
27,2,19,17,54,48,DESERTOR
27,8,51,50,161,158,GRADUADO
36,10,13,8,13,8,DESERTOR
22,3,34,17,114,57,DESERTOR
32,3,25,16,82,54,DESERTOR
42,9,30,30,85,85,GRADUADO
26,8,36,36,112,112,GRADUADO
20,3,5,5,17,17,ACTIVO
25,4,20,18,66,60,ACTIVO
28,8,56,55,145,142,GRADUADO
26,8,52,52,154,152,GRADUADO
26,1,16,8,46,23,DESERTOR
28,1,15,0,45,0,DESERTOR
39,2,12,11,33,30,DESERTOR
22,2,9,8,30,27,ACTIVO
35,10,78,69,218,192,GRADUADO
37,8,62,51,173,142,DESERTOR
26,5,56,30,169,92,ACTIVO
29,9,48,45,131,125,GRADUADO
23,1,6,6,18,18,DESERTOR
20,1,5,4,17,14,DESERTOR
20,5,32,31,106,103,ACTIVO
32,9,57,52,150,133,GRADUADO
25,1,8,7,27,23,DESERTOR
24,1,5,0,17,0,DESERTOR
30,8,58,53,171,157,GRADUADO
23,10,75,64,196,167,ACTIVO
45,10,14,14,14,14,GRADUADO
45,10,14,14,14,14,GRADUADO
35,1,8,1,24,3,DESERTOR
36,10,20,19,20,19,GRADUADO
36,10,20,19,20,19,GRADUADO
44,2,12,11,36,33,GRADUADO
25,8,57,51,178,160,GRADUADO
25,8,57,51,178,160,GRADUADO
33,8,65,60,180,169,GRADUADO
42,8,74,70,202,193,GRADUADO
38,1,5,4,17,13,DESERTOR
29,1,5,5,17,17,ACTIVO
33,8,46,41,137,124,ACTIVO
28,4,49,21,150,64,DESERTOR
42,10,34,30,34,30,GRADUADO
22,6,40,38,133,127,ACTIVO
32,8,63,55,184,156,DESERTOR
32,8,63,55,184,156,DESERTOR
38,2,15,2,43,6,DESERTOR
26,7,64,47,204,151,ACTIVO
39,10,3,3,3,3,GRADUADO
22,6,21,21,70,70,ACTIVO
67,1,5,5,17,17,DESERTOR
31,8,43,43,136,136,GRADUADO
34,8,37,35,104,100,GRADUADO
31,2,25,12,69,33,DESERTOR
28,9,63,58,176,158,GRADUADO
28,9,63,58,176,158,GRADUADO
27,8,81,62,244,185,ACTIVO
33,2,17,10,56,31,DESERTOR
31,4,30,24,102,81,ACTIVO
26,1,18,3,51,9,DESERTOR
22,3,11,8,36,27,ACTIVO
29,9,63,58,163,148,GRADUADO
31,2,9,9,31,31,DESERTOR
32,1,6,6,18,18,DESERTOR
31,1,3,0,9,0,DESERTOR
25,5,27,22,91,75,ACTIVO
32,1,6,6,18,18,DESERTOR
40,8,29,28,101,98,ACTIVO
49,10,11,11,20,20,GRADUADO
38,2,16,10,47,30,DESERTOR
37,10,12,12,13,13,GRADUADO
22,5,32,31,107,104,ACTIVO
28,1,6,3,18,9,DESERTOR
23,1,5,5,17,17,ACTIVO
27,3,5,4,17,14,DESERTOR
32,1,12,10,33,27,DESERTOR
27,2,6,2,20,7,DESERTOR
32,1,6,4,18,12,DESERTOR
24,6,35,35,116,116,ACTIVO
19,3,6,6,20,20,ACTIVO
19,2,10,10,34,34,ACTIVO
28,6,35,34,118,115,ACTIVO
25,1,13,10,36,28,DESERTOR
44,10,47,42,119,109,GRADUADO
20,3,21,21,70,70,ACTIVO
26,6,37,35,122,116,ACTIVO
28,9,34,33,94,92,GRADUADO
20,10,16,15,44,41,ACTIVO
32,2,6,6,18,18,DESERTOR
30,10,39,35,39,35,GRADUADO
29,1,6,2,18,6,DESERTOR
31,10,20,19,20,19,GRADUADO
34,1,5,2,15,6,DESERTOR
25,2,4,1,13,3,ACTIVO
29,8,65,56,184,159,DESERTOR
29,6,43,37,138,118,ACTIVO
26,8,47,47,140,140,GRADUADO
36,2,6,5,18,15,DESERTOR
26,1,6,0,18,0,DESERTOR
30,3,9,7,27,22,DESERTOR
23,4,37,28,119,91,ACTIVO
30,4,7,5,23,17,DESERTOR
37,9,50,50,133,133,GRADUADO
27,2,11,11,32,32,DESERTOR
32,8,48,48,157,157,DESERTOR
36,9,67,64,175,166,GRADUADO
33,1,6,6,18,18,DESERTOR
30,7,64,41,150,88,ACTIVO
30,9,34,33,94,92,GRADUADO
41,9,48,41,133,114,GRADUADO
27,2,13,10,43,33,ACTIVO
24,2,14,9,47,31,DESERTOR
27,3,7,7,24,24,ACTIVO
27,1,6,0,18,0,DESERTOR
22,1,11,1,32,4,DESERTOR
31,10,33,30,33,30,GRADUADO
31,10,33,30,33,30,GRADUADO
35,3,14,14,43,43,DESERTOR
21,3,8,4,27,14,ACTIVO
23,3,22,22,73,73,ACTIVO
24,3,30,16,94,51,DESERTOR
28,9,54,44,140,112,GRADUADO
28,3,7,7,24,24,ACTIVO
35,1,12,9,35,26,DESERTOR
22,1,8,4,27,13,ACTIVO
30,3,24,6,64,17,DESERTOR
30,10,14,14,14,14,GRADUADO
20,2,5,1,16,3,ACTIVO
24,1,8,4,26,14,ACTIVO
39,10,21,20,21,20,GRADUADO
39,10,21,20,21,20,GRADUADO
32,1,6,5,18,15,DESERTOR
29,3,11,7,33,22,DESERTOR
32,2,14,12,47,41,ACTIVO
36,1,6,3,18,9,DESERTOR
45,2,13,12,36,33,DESERTOR
30,2,34,7,110,23,DESERTOR
30,2,5,0,14,0,DESERTOR
34,4,33,30,108,98,ACTIVO
28,9,64,64,166,166,GRADUADO
28,9,64,64,166,166,GRADUADO
33,9,38,38,104,104,GRADUADO
25,5,33,33,111,111,ACTIVO
36,7,37,22,102,62,DESERTOR
36,10,36,35,36,35,GRADUADO
49,2,11,11,33,33,GRADUADO
34,10,39,34,116,100,ACTIVO
28,5,22,17,74,56,ACTIVO
37,9,52,51,133,130,GRADUADO
47,10,6,4,6,4,ACTIVO
22,3,8,8,27,27,ACTIVO
40,9,54,44,137,110,GRADUADO
30,8,42,42,115,115,GRADUADO
35,10,9,9,9,9,GRADUADO
26,1,8,0,20,0,DESERTOR
21,3,3,2,10,7,ACTIVO
24,3,4,4,13,13,ACTIVO
27,3,6,5,18,15,DESERTOR
33,8,70,55,210,164,ACTIVO
33,8,70,55,210,164,ACTIVO
22,4,13,13,44,44,ACTIVO
34,2,6,1,18,3,DESERTOR
37,2,11,10,31,28,DESERTOR
30,8,74,57,211,160,GRADUADO
30,8,74,57,211,160,GRADUADO
24,10,83,78,198,182,GRADUADO
22,2,25,11,78,36,DESERTOR
27,6,53,31,162,96,DESERTOR
28,7,31,30,101,97,ACTIVO
33,7,12,0,25,0,DESERTOR
43,10,28,28,28,28,GRADUADO
28,8,53,50,168,159,ACTIVO
27,1,6,1,18,3,DESERTOR
18,1,5,5,17,17,ACTIVO
26,8,62,48,180,142,ACTIVO
26,8,62,48,180,142,ACTIVO
40,3,17,6,45,17,DESERTOR
41,1,13,4,36,12,DESERTOR
29,4,34,25,106,77,DESERTOR
28,1,6,6,18,18,DESERTOR
22,3,25,20,84,67,ACTIVO
29,9,34,33,95,92,GRADUADO
27,5,34,34,114,114,ACTIVO
37,5,28,22,96,74,ACTIVO
35,9,59,42,168,116,DESERTOR
24,8,51,50,162,158,DESERTOR
32,8,52,47,164,149,ACTIVO
33,10,3,3,3,3,GRADUADO
24,3,23,22,68,65,DESERTOR
28,3,50,19,153,57,ACTIVO
26,1,6,3,18,9,DESERTOR
20,4,29,27,97,90,ACTIVO
33,6,56,42,160,118,DESERTOR
34,7,56,50,155,138,ACTIVO
33,3,11,9,39,32,ACTIVO
28,4,34,24,97,65,DESERTOR
23,10,37,35,110,105,DESERTOR
22,1,4,0,14,0,ACTIVO
44,9,88,64,231,166,GRADUADO
28,2,14,11,48,38,DESERTOR
27,6,63,41,187,116,ACTIVO
26,8,66,48,214,158,ACTIVO
28,9,69,57,180,146,GRADUADO
26,8,57,48,181,154,GRADUADO
26,8,57,48,181,154,GRADUADO
47,10,1,1,1,1,GRADUADO
42,1,5,5,5,5,GRADUADO
31,1,6,0,18,0,DESERTOR
25,9,66,64,173,166,GRADUADO
50,10,37,37,37,37,GRADUADO
29,4,10,10,32,32,ACTIVO
28,5,41,34,137,114,ACTIVO
32,9,34,31,98,90,GRADUADO
24,3,10,6,32,20,ACTIVO
25,6,36,29,115,92,DESERTOR
28,2,6,2,18,6,DESERTOR
21,3,3,3,10,10,ACTIVO
38,7,43,25,110,64,DESERTOR
30,1,5,0,17,0,DESERTOR
27,1,6,2,18,6,DESERTOR
42,2,3,3,7,7,GRADUADO
29,1,6,3,18,9,DESERTOR
33,6,57,42,174,129,ACTIVO
25,8,72,52,213,152,ACTIVO
41,10,26,21,26,21,GRADUADO
30,3,14,12,48,40,DESERTOR
33,7,41,16,117,39,DESERTOR
26,1,5,0,17,0,DESERTOR
31,10,29,29,29,29,GRADUADO
25,3,9,8,31,28,ACTIVO
24,4,26,24,88,80,ACTIVO
33,10,27,27,27,27,GRADUADO
33,3,15,9,38,22,DESERTOR
30,9,32,32,89,89,GRADUADO
23,4,19,19,62,62,ACTIVO
29,7,49,49,149,149,ACTIVO
40,9,30,30,85,85,GRADUADO
28,4,20,9,48,21,DESERTOR
24,1,10,5,34,16,DESERTOR
33,9,38,38,104,104,GRADUADO
28,2,23,7,64,20,DESERTOR
21,2,7,6,23,20,ACTIVO
32,10,7,7,7,7,GRADUADO
32,10,7,7,7,7,GRADUADO
31,2,6,0,16,0,DESERTOR
30,2,13,11,35,30,DESERTOR
22,4,33,22,108,74,ACTIVO
31,4,27,27,89,89,ACTIVO
30,8,53,51,160,154,GRADUADO
25,4,29,23,97,78,ACTIVO
29,1,5,0,17,0,DESERTOR
30,9,49,47,122,118,GRADUADO
20,3,8,7,27,24,ACTIVO
28,1,7,0,18,0,DESERTOR
35,3,17,16,55,52,DESERTOR
31,9,61,60,166,162,GRADUADO
31,9,61,60,166,162,GRADUADO
28,9,45,45,121,121,GRADUADO
34,10,14,12,14,12,GRADUADO
26,8,56,46,176,147,ACTIVO
30,10,67,65,178,174,GRADUADO
30,10,67,65,178,174,GRADUADO
20,1,7,6,24,21,ACTIVO
25,3,16,13,53,43,ACTIVO
32,8,51,50,166,163,ACTIVO
30,10,27,27,27,27,GRADUADO
28,3,39,21,114,58,DESERTOR
33,1,5,5,17,17,ACTIVO
32,8,51,47,166,153,ACTIVO
26,1,10,5,31,16,DESERTOR
24,2,10,8,32,25,DESERTOR
19,3,11,10,36,33,ACTIVO
24,8,49,49,162,162,ACTIVO
24,8,49,49,162,162,ACTIVO
22,3,8,8,28,28,ACTIVO
29,9,32,31,86,85,GRADUADO
28,9,64,63,166,164,GRADUADO
23,1,5,1,17,3,DESERTOR
27,1,5,5,19,19,ACTIVO
25,10,84,82,225,219,GRADUADO
25,10,84,82,225,219,GRADUADO
22,2,10,8,34,27,ACTIVO
28,2,19,12,53,33,DESERTOR
24,6,20,20,68,68,ACTIVO
49,6,46,28,123,74,DESERTOR
31,4,16,9,46,25,DESERTOR
28,10,51,50,129,128,GRADUADO
18,2,5,4,16,13,ACTIVO
18,1,5,5,17,17,ACTIVO
26,8,48,48,157,157,DESERTOR
27,1,5,2,15,6,DESERTOR
29,1,6,3,18,9,DESERTOR
26,7,48,45,157,147,ACTIVO
27,1,11,7,35,23,DESERTOR
43,4,3,2,9,5,ACTIVO
28,7,57,42,182,137,ACTIVO
27,8,57,49,179,154,GRADUADO
26,1,6,5,18,15,DESERTOR
24,5,47,32,158,107,ACTIVO
24,8,52,50,168,161,ACTIVO
24,8,52,50,168,161,ACTIVO
27,8,59,52,177,158,GRADUADO
28,7,56,43,169,128,ACTIVO
33,10,6,6,6,6,GRADUADO
29,8,49,46,135,125,GRADUADO
24,1,7,7,19,19,ACTIVO
34,7,10,7,10,7,DESERTOR
34,5,42,27,124,80,DESERTOR
28,5,18,18,61,61,ACTIVO
33,3,15,14,38,35,DESERTOR
38,1,11,3,31,9,DESERTOR
32,3,13,13,36,36,DESERTOR
28,8,34,34,96,96,GRADUADO
40,10,34,33,34,33,GRADUADO
40,10,34,33,34,33,GRADUADO
30,8,45,45,125,125,GRADUADO
31,2,10,2,26,6,DESERTOR
33,9,46,46,125,125,GRADUADO
27,7,81,42,257,140,ACTIVO
29,10,34,33,34,33,GRADUADO
22,1,5,2,17,7,DESERTOR
22,4,19,15,63,49,ACTIVO
29,5,43,27,123,77,ACTIVO
25,1,5,0,17,0,ACTIVO
21,2,11,6,38,21,ACTIVO
23,8,55,48,183,159,ACTIVO
41,9,50,47,115,106,GRADUADO
26,1,13,9,36,24,DESERTOR
23,10,55,41,150,106,ACTIVO
28,9,43,43,119,119,GRADUADO
26,8,51,50,162,159,ACTIVO
27,4,27,27,90,90,ACTIVO
26,7,34,32,116,109,ACTIVO
27,9,57,56,152,149,GRADUADO
27,9,57,56,152,149,GRADUADO
25,3,16,13,55,44,ACTIVO
35,3,15,11,46,34,ACTIVO
32,10,19,19,19,19,GRADUADO
29,10,43,40,43,40,GRADUADO
30,8,41,41,115,115,GRADUADO
23,1,6,2,20,6,DESERTOR
29,9,62,48,159,121,GRADUADO
35,3,24,23,75,72,DESERTOR
31,8,53,50,168,159,GRADUADO
20,2,11,8,38,27,ACTIVO
31,10,13,13,13,13,GRADUADO
24,1,11,5,35,15,DESERTOR
23,1,5,5,17,17,ACTIVO
26,1,5,0,17,0,DESERTOR
28,5,18,17,57,54,ACTIVO
27,1,6,6,18,18,DESERTOR
22,1,5,0,17,0,DESERTOR
39,10,6,6,6,6,GRADUADO
28,6,46,39,145,123,ACTIVO
27,1,2,2,2,2,GRADUADO
42,8,27,25,75,70,GRADUADO
32,8,59,53,186,166,ACTIVO
41,10,26,26,26,26,GRADUADO
35,10,27,19,27,19,DESERTOR
32,4,25,23,70,64,DESERTOR
40,10,18,18,18,18,GRADUADO
40,3,10,5,25,14,DESERTOR
33,8,56,37,150,97,ACTIVO
26,1,5,4,17,13,ACTIVO
25,3,20,20,66,66,ACTIVO
26,1,20,4,57,14,DESERTOR
29,4,32,23,95,68,DESERTOR
22,8,51,49,168,162,ACTIVO
28,1,7,4,21,12,DESERTOR
30,2,10,7,34,24,DESERTOR
28,9,71,70,195,192,GRADUADO
28,9,71,70,195,192,GRADUADO
27,8,66,49,212,158,ACTIVO
23,3,23,12,75,41,DESERTOR
34,10,34,18,34,18,GRADUADO
36,9,50,47,133,127,GRADUADO
19,1,5,0,17,0,ACTIVO
31,4,17,17,57,57,ACTIVO
22,1,8,7,28,25,ACTIVO
26,1,14,5,42,15,DESERTOR
25,3,43,17,123,49,DESERTOR
54,10,26,24,26,24,GRADUADO
31,3,4,4,15,15,ACTIVO
31,1,26,6,70,17,DESERTOR
48,10,1,1,1,1,GRADUADO
23,1,5,0,17,0,DESERTOR
27,2,15,13,50,43,ACTIVO
48,2,14,10,40,28,DESERTOR
21,2,11,7,37,24,DESERTOR
28,1,5,3,15,9,DESERTOR
35,2,6,5,18,15,DESERTOR
45,8,45,45,124,124,GRADUADO
30,2,6,0,18,0,DESERTOR
27,2,9,6,27,18,DESERTOR
38,2,13,12,36,33,DESERTOR
22,1,4,0,14,0,ACTIVO
25,4,23,22,76,72,ACTIVO
34,1,6,3,18,9,DESERTOR
30,1,10,7,29,20,DESERTOR
25,3,19,12,63,41,ACTIVO
40,7,15,13,40,34,ACTIVO
30,6,32,18,112,60,ACTIVO
34,7,54,40,150,110,ACTIVO
43,1,9,9,18,18,GRADUADO
24,5,31,30,99,96,ACTIVO
32,8,55,47,178,154,ACTIVO
30,8,49,48,160,157,DESERTOR
45,10,21,20,21,20,GRADUADO
27,2,13,13,36,36,DESERTOR
31,2,7,6,18,15,DESERTOR
28,7,51,42,163,134,ACTIVO
35,9,68,45,167,116,GRADUADO
27,1,11,6,31,17,DESERTOR
22,1,10,6,34,21,ACTIVO
27,1,11,4,31,11,DESERTOR
28,1,8,4,23,12,DESERTOR
34,3,5,4,14,11,DESERTOR
34,9,40,39,108,106,GRADUADO
38,9,45,45,124,124,GRADUADO
21,7,42,42,142,142,ACTIVO
34,1,6,1,20,3,DESERTOR
35,3,9,2,29,6,DESERTOR
31,9,30,30,85,85,GRADUADO
34,10,11,11,12,12,GRADUADO
45,3,11,10,30,27,DESERTOR
30,4,7,3,18,8,DESERTOR
34,1,7,2,24,6,ACTIVO
27,3,17,10,55,33,DESERTOR
28,9,33,33,92,92,GRADUADO
32,10,29,29,29,29,GRADUADO
32,10,29,29,29,29,GRADUADO
22,3,19,19,63,63,ACTIVO
31,1,6,0,18,0,DESERTOR
23,3,18,11,59,37,DESERTOR
22,3,17,13,57,44,ACTIVO
25,2,13,10,36,27,DESERTOR
23,2,17,10,56,34,DESERTOR
21,2,10,8,33,27,DESERTOR
25,10,83,61,222,166,ACTIVO
35,1,5,0,17,0,DESERTOR
44,10,26,26,26,26,GRADUADO
26,2,13,11,36,30,DESERTOR
34,1,5,0,17,0,ACTIVO
36,2,11,9,30,25,DESERTOR
52,1,5,4,17,14,DESERTOR
47,2,13,6,36,18,DESERTOR
35,10,18,18,18,18,GRADUADO
39,5,25,20,85,66,ACTIVO
24,7,52,42,172,139,ACTIVO
20,1,5,0,17,0,ACTIVO
20,3,25,21,85,71,ACTIVO
27,9,62,59,169,161,GRADUADO
27,9,62,59,169,161,GRADUADO
27,4,27,24,72,65,DESERTOR
21,1,4,2,13,7,ACTIVO
24,2,10,9,34,31,ACTIVO
32,2,6,0,16,0,DESERTOR
24,3,24,19,81,65,ACTIVO
27,3,23,19,76,62,ACTIVO
44,4,15,15,49,49,ACTIVO
25,10,62,61,166,165,GRADUADO
25,10,62,61,166,165,GRADUADO
25,10,62,61,166,165,GRADUADO
22,4,32,23,108,79,ACTIVO
27,1,6,0,18,0,DESERTOR
33,1,6,0,18,0,DESERTOR
30,9,53,48,140,128,GRADUADO
19,3,21,21,68,68,ACTIVO
23,1,24,4,79,14,DESERTOR
30,2,12,12,34,34,DESERTOR
42,5,13,13,42,42,DESERTOR
27,1,6,0,18,0,DESERTOR
20,3,15,15,50,50,ACTIVO
35,1,8,8,27,27,ACTIVO
21,3,4,3,14,11,ACTIVO
29,2,11,10,32,29,DESERTOR
30,3,24,13,75,40,DESERTOR
18,1,5,4,17,14,ACTIVO
30,6,62,39,187,120,ACTIVO
33,3,12,6,34,17,DESERTOR
24,8,53,53,165,165,ACTIVO
25,3,9,8,28,25,DESERTOR
30,8,60,59,163,161,GRADUADO
30,8,60,59,163,161,GRADUADO
34,9,59,43,162,113,GRADUADO
23,7,53,48,167,151,ACTIVO
21,2,12,8,39,26,ACTIVO
19,3,5,4,17,14,ACTIVO
19,3,6,5,20,16,ACTIVO
22,3,22,19,75,64,ACTIVO
26,3,50,18,146,51,DESERTOR
20,2,10,10,33,33,ACTIVO
29,3,22,13,62,36,DESERTOR
31,10,69,56,149,127,GRADUADO
25,2,28,10,91,32,ACTIVO
22,4,33,26,110,87,ACTIVO
24,2,11,5,40,17,DESERTOR
20,2,15,11,50,38,ACTIVO
27,2,11,7,36,23,DESERTOR
21,4,9,9,28,28,ACTIVO
23,2,6,1,20,3,DESERTOR
24,2,5,0,16,0,ACTIVO
28,2,15,15,50,50,ACTIVO
31,3,21,16,65,48,DESERTOR
28,5,54,27,174,89,ACTIVO
18,1,5,5,17,17,ACTIVO
24,3,21,11,68,37,DESERTOR
25,8,33,33,100,100,GRADUADO
25,8,33,33,100,100,GRADUADO
19,1,5,3,17,10,ACTIVO
25,4,26,17,83,57,ACTIVO
30,1,19,3,54,9,DESERTOR
29,9,44,43,124,120,GRADUADO
22,2,11,10,37,34,DESERTOR
23,3,19,18,63,59,ACTIVO
32,2,13,0,36,0,DESERTOR
28,3,24,18,77,59,DESERTOR
28,8,47,45,131,126,GRADUADO
28,1,6,0,18,0,DESERTOR
19,2,10,10,34,34,ACTIVO
21,3,5,5,17,17,ACTIVO
22,1,10,8,33,27,DESERTOR
29,7,45,43,146,140,ACTIVO
20,3,10,10,34,34,ACTIVO
28,8,53,53,158,158,GRADUADO
23,3,21,21,70,70,ACTIVO
24,6,41,25,134,85,ACTIVO
25,3,9,8,32,29,ACTIVO
26,1,6,3,20,10,DESERTOR
36,9,67,64,176,166,GRADUADO
33,2,15,9,38,22,DESERTOR
30,1,6,1,18,3,DESERTOR
22,3,5,3,17,10,ACTIVO
31,9,39,39,106,106,GRADUADO
33,1,6,0,18,0,DESERTOR
21,2,10,10,33,33,ACTIVO
26,1,6,5,18,15,DESERTOR
26,5,38,30,119,95,ACTIVO
26,1,4,1,14,3,DESERTOR
24,3,14,9,47,30,ACTIVO
20,1,5,4,17,14,ACTIVO
23,5,19,19,64,64,ACTIVO
20,3,10,7,30,21,ACTIVO
23,5,34,29,114,98,ACTIVO
23,8,54,53,169,166,GRADUADO
23,8,54,53,169,166,GRADUADO
27,1,8,1,28,3,ACTIVO
31,2,15,4,44,12,DESERTOR
26,5,43,25,121,71,ACTIVO
20,3,20,16,65,53,ACTIVO
22,3,15,14,46,45,ACTIVO
20,1,7,6,24,20,ACTIVO
22,2,13,11,44,37,ACTIVO
27,10,67,62,161,151,GRADUADO
22,3,5,4,15,12,ACTIVO
29,6,9,4,19,14,DESERTOR
29,8,64,55,192,167,ACTIVO
24,5,13,12,44,40,ACTIVO
28,9,53,39,140,101,GRADUADO
28,9,53,39,140,101,GRADUADO
47,1,5,0,16,0,DESERTOR
25,4,63,22,188,62,DESERTOR
27,1,5,0,17,0,DESERTOR
26,5,32,29,107,98,ACTIVO
34,10,12,12,12,12,GRADUADO
24,2,13,12,36,33,DESERTOR
24,5,15,15,49,49,ACTIVO
22,5,34,32,113,106,ACTIVO
27,9,44,44,122,122,GRADUADO
28,9,42,39,114,107,GRADUADO
20,1,10,8,34,27,ACTIVO
34,9,61,60,158,156,GRADUADO
34,9,63,60,171,163,GRADUADO
27,8,53,50,167,158,GRADUADO
26,3,5,5,17,17,ACTIVO
28,1,6,0,18,0,DESERTOR
32,10,31,31,31,31,GRADUADO
27,9,53,53,142,142,GRADUADO
32,9,69,54,173,139,ACTIVO
30,4,27,27,73,73,DESERTOR
29,6,37,27,115,83,ACTIVO
20,2,9,9,31,31,ACTIVO
29,9,31,31,87,87,GRADUADO
32,7,54,49,173,158,DESERTOR
29,1,6,4,18,12,DESERTOR
23,8,47,47,154,154,ACTIVO
22,5,34,30,112,99,ACTIVO
20,3,16,12,54,41,ACTIVO
23,6,35,35,118,118,ACTIVO
20,3,2,2,7,7,ACTIVO
29,9,68,64,179,166,GRADUADO
29,9,68,64,179,166,GRADUADO
29,9,29,29,83,83,GRADUADO
20,3,6,6,20,20,ACTIVO
26,9,68,64,177,166,GRADUADO
26,9,68,64,177,166,GRADUADO
27,1,7,5,20,15,DESERTOR
22,4,36,23,118,77,ACTIVO
18,1,5,5,17,17,ACTIVO
21,5,32,32,107,107,ACTIVO
25,7,53,53,156,156,GRADUADO
27,8,59,47,177,145,ACTIVO
23,3,17,17,57,57,DESERTOR
24,7,57,41,185,134,ACTIVO
21,3,4,4,13,13,ACTIVO
31,2,19,10,52,26,DESERTOR
26,5,39,34,107,94,ACTIVO
27,9,62,62,164,164,GRADUADO
36,10,20,14,20,14,GRADUADO
29,9,59,55,157,147,GRADUADO
28,10,70,67,185,180,GRADUADO
31,2,14,8,40,23,DESERTOR
30,7,52,31,163,101,ACTIVO
28,9,61,60,166,164,GRADUADO
25,8,51,50,161,158,DESERTOR
24,5,19,19,64,64,ACTIVO
26,1,10,6,34,21,ACTIVO
26,10,58,55,166,161,DESERTOR
26,10,58,55,166,161,DESERTOR
25,5,16,16,52,52,ACTIVO
28,2,14,10,40,28,DESERTOR
28,10,33,29,83,72,DESERTOR
24,4,8,8,28,28,ACTIVO
27,1,6,6,18,18,DESERTOR
29,3,15,14,48,44,ACTIVO
26,8,83,57,254,175,ACTIVO
23,1,5,5,17,17,DESERTOR
26,2,13,12,36,33,DESERTOR
20,4,23,21,78,71,ACTIVO
24,8,56,53,169,161,GRADUADO
24,8,56,53,169,161,GRADUADO
30,10,26,26,26,26,GRADUADO
20,1,5,5,17,17,ACTIVO
32,1,6,6,18,18,DESERTOR
26,3,21,19,70,64,ACTIVO
30,9,64,64,166,166,GRADUADO
24,6,39,34,129,114,ACTIVO
30,1,4,0,12,0,DESERTOR
36,1,10,3,30,9,DESERTOR
35,10,19,19,19,19,GRADUADO
34,2,14,13,39,36,GRADUADO
34,2,14,13,39,36,GRADUADO
26,1,5,5,17,17,ACTIVO
37,3,18,6,60,19,DESERTOR
21,3,20,18,67,60,ACTIVO
22,3,10,10,34,34,ACTIVO
25,1,5,0,17,0,DESERTOR
35,2,9,9,30,30,ACTIVO
35,1,8,2,20,6,DESERTOR
31,8,44,44,122,122,GRADUADO
30,1,8,2,24,6,DESERTOR
30,10,45,39,45,39,GRADUADO
35,10,37,37,37,37,GRADUADO
35,10,37,37,37,37,GRADUADO
38,10,12,12,12,12,GRADUADO
46,1,9,9,9,9,GRADUADO
22,3,22,21,72,69,ACTIVO
39,9,42,41,116,112,GRADUADO
41,1,5,5,17,17,ACTIVO
28,3,12,5,40,17,DESERTOR
32,7,28,7,51,20,DESERTOR
25,2,14,10,48,34,ACTIVO
20,3,6,5,20,17,ACTIVO
30,8,53,43,154,125,ACTIVO
21,3,9,8,30,27,ACTIVO
29,9,50,45,129,124,GRADUADO
24,2,5,0,18,0,DESERTOR
23,1,5,5,17,17,ACTIVO
41,9,50,46,135,125,GRADUADO
26,3,23,20,77,68,ACTIVO
27,1,19,3,63,10,DESERTOR
20,3,5,5,17,17,ACTIVO
22,3,4,3,14,11,ACTIVO
36,1,6,6,18,18,DESERTOR
37,10,20,20,20,20,GRADUADO
23,6,37,34,124,115,ACTIVO
21,1,13,5,44,17,ACTIVO
26,8,46,43,149,139,GRADUADO
20,1,8,2,26,8,ACTIVO
28,1,6,4,18,12,DESERTOR
28,1,5,0,17,0,DESERTOR
24,3,8,8,28,28,ACTIVO
24,5,35,34,117,114,ACTIVO
19,2,10,10,34,34,ACTIVO
30,6,47,36,145,111,ACTIVO
18,2,10,10,34,34,ACTIVO
21,4,29,27,98,91,ACTIVO
28,9,45,45,124,124,GRADUADO
27,1,6,0,17,0,DESERTOR
30,9,31,31,87,87,GRADUADO
22,3,29,14,95,46,ACTIVO
32,9,54,43,138,110,GRADUADO
32,9,54,43,138,110,GRADUADO
23,8,54,54,163,163,GRADUADO
23,8,54,54,163,163,GRADUADO
31,10,18,18,18,18,GRADUADO
23,3,25,11,84,37,DESERTOR
21,3,19,19,62,62,ACTIVO
20,3,5,4,17,14,ACTIVO
25,8,46,45,148,143,GRADUADO
32,10,74,57,175,126,ACTIVO
29,9,61,60,165,162,GRADUADO
28,7,58,44,187,145,ACTIVO
30,9,52,40,132,101,ACTIVO
27,6,28,23,97,79,ACTIVO
35,9,51,47,135,127,GRADUADO
26,8,59,51,170,147,GRADUADO
29,10,45,36,45,36,GRADUADO
29,10,45,36,45,36,GRADUADO
23,10,61,57,167,161,ACTIVO
25,6,39,39,133,133,ACTIVO
28,1,6,6,18,18,DESERTOR
37,9,43,40,115,109,GRADUADO
32,9,62,61,163,160,GRADUADO
35,9,60,48,163,129,GRADUADO
52,9,45,45,124,124,GRADUADO
27,1,14,5,30,9,DESERTOR
25,5,51,30,150,95,ACTIVO
35,10,12,12,12,12,GRADUADO
19,2,13,12,43,40,ACTIVO
32,4,18,18,53,53,ACTIVO
30,5,24,12,69,35,DESERTOR
34,2,6,0,18,0,DESERTOR
32,2,13,10,44,33,ACTIVO
37,9,57,53,147,136,GRADUADO
37,9,57,53,147,136,GRADUADO
