@relation 'Desercion_Academica-weka.filters.AllFilter-weka.filters.unsupervised.attribute.Remove-R1-3,10-12'

@attribute Edad numeric
@attribute Semestre numeric
@attribute AsignaturasCursadas numeric
@attribute AsignaturasAprobadas numeric
@attribute CreditosCursados numeric
@attribute CreditosAprobados numeric
@attribute Estado {GRADUADO,DESERTOR,ACTIVO}

@data
21,1,5,3,16,9,DESERTOR
26,9,65,60,189,172,GRADUADO
21,4,25,25,79,79,ACTIVO
28,9,59,45,186,137,ACTIVO
34,6,42,27,136,85,DESERTOR
26,3,40,11,122,32,DESERTOR
33,9,32,31,100,97,GRADUADO
26,1,5,0,16,0,DESERTOR
27,10,43,43,132,132,GRADUADO
29,5,42,26,135,81,ACTIVO
35,9,27,26,72,68,GRADUADO
35,2,9,7,27,20,DESERTOR
27,10,47,44,134,125,GRADUADO
27,10,47,44,134,125,GRADUADO
33,9,21,20,66,63,GRADUADO
33,4,33,12,107,36,DESERTOR
20,1,4,2,13,6,ACTIVO
25,5,8,7,26,22,ACTIVO
27,10,60,60,172,172,GRADUADO
27,10,60,60,172,172,GRADUADO
31,10,62,45,196,140,GRADUADO
30,9,61,56,184,168,GRADUADO
26,1,3,1,10,3,DESERTOR
29,7,43,40,134,124,ACTIVO
33,9,43,43,131,131,GRADUADO
33,9,43,43,131,131,GRADUADO
26,3,14,14,45,45,ACTIVO
31,5,33,15,104,45,DESERTOR
24,10,62,57,187,171,GRADUADO
25,8,39,36,118,109,ACTIVO
19,4,21,20,68,64,ACTIVO
24,7,35,34,110,106,ACTIVO
20,4,24,18,76,57,ACTIVO
19,1,4,4,13,13,ACTIVO
27,1,5,4,16,12,DESERTOR
28,10,33,32,99,95,GRADUADO
27,10,45,42,133,124,GRADUADO
27,10,45,42,133,124,GRADUADO
26,3,22,16,68,50,ACTIVO
22,2,24,11,74,34,ACTIVO
23,1,3,0,9,0,ACTIVO
20,2,9,7,28,22,ACTIVO
19,4,20,20,64,64,ACTIVO
28,6,22,19,67,57,ACTIVO
27,8,45,44,139,136,ACTIVO
25,4,27,19,81,57,DESERTOR
29,1,3,0,8,0,DESERTOR
32,3,3,3,10,10,ACTIVO
32,9,42,39,121,110,GRADUADO
25,9,51,50,155,152,ACTIVO
22,4,29,24,93,75,ACTIVO
26,10,59,57,176,170,GRADUADO
21,2,10,8,32,26,ACTIVO
31,9,49,46,146,135,GRADUADO
31,9,53,50,162,152,GRADUADO
31,9,53,50,162,152,GRADUADO
29,1,8,4,25,11,DESERTOR
22,3,15,15,48,48,ACTIVO
36,5,23,14,75,46,DESERTOR
23,1,5,5,16,16,ACTIVO
31,5,23,21,71,65,ACTIVO
21,1,4,2,13,6,ACTIVO
35,4,24,18,76,56,DESERTOR
34,3,17,16,56,52,DESERTOR
28,3,16,8,51,24,DESERTOR
23,3,24,14,76,43,DESERTOR
26,4,36,22,114,68,ACTIVO
25,1,5,1,16,3,DESERTOR
29,1,16,4,49,11,DESERTOR
19,1,4,0,13,0,ACTIVO
21,1,5,0,16,0,DESERTOR
31,7,18,10,55,30,DESERTOR
30,10,40,39,118,115,GRADUADO
29,5,10,5,30,16,DESERTOR
35,9,24,22,76,70,GRADUADO
19,2,15,8,47,25,ACTIVO
36,9,41,25,130,78,ACTIVO
23,1,11,8,35,25,ACTIVO
32,4,27,15,87,48,DESERTOR
27,10,60,59,173,170,GRADUADO
22,3,24,12,76,39,DESERTOR
30,9,31,29,88,82,GRADUADO
34,6,5,4,15,13,DESERTOR
30,10,63,54,185,157,GRADUADO
30,10,63,54,185,157,GRADUADO
31,9,40,39,122,119,ACTIVO
29,5,6,4,20,14,DESERTOR
19,3,5,2,16,6,ACTIVO
19,2,10,10,32,32,ACTIVO
25,7,45,44,139,136,ACTIVO
28,10,47,45,144,136,GRADUADO
25,1,12,3,38,7,DESERTOR
21,1,5,0,16,0,DESERTOR
21,1,5,0,16,0,ACTIVO
20,1,9,1,29,4,ACTIVO
23,5,40,26,123,80,ACTIVO
18,1,4,3,13,9,ACTIVO
29,10,70,53,215,160,ACTIVO
20,5,26,26,82,82,ACTIVO
20,5,30,29,94,91,ACTIVO
27,4,26,20,85,64,ACTIVO
20,2,10,7,32,22,ACTIVO
19,2,5,4,16,13,ACTIVO
19,1,5,5,16,16,ACTIVO
27,7,33,32,101,98,ACTIVO
20,4,22,18,70,57,ACTIVO
24,9,60,55,183,168,ACTIVO
25,10,49,47,145,139,ACTIVO
25,10,49,47,145,139,ACTIVO
19,2,11,11,35,35,ACTIVO
19,2,3,0,10,0,ACTIVO
19,2,10,6,32,19,ACTIVO
27,4,20,18,65,58,ACTIVO
20,1,10,7,32,21,ACTIVO
24,10,57,57,167,167,GRADUADO
24,10,57,57,167,167,GRADUADO
22,6,35,34,109,106,ACTIVO
18,2,10,10,32,32,ACTIVO
20,2,10,8,32,25,ACTIVO
21,6,42,36,131,112,ACTIVO
24,10,60,56,182,170,ACTIVO
25,8,55,44,172,136,ACTIVO
32,9,53,51,153,146,GRADUADO
28,5,13,10,40,30,ACTIVO
25,8,51,45,157,139,ACTIVO
37,3,5,3,16,8,DESERTOR
29,5,22,21,70,67,DESERTOR
21,4,10,9,32,29,ACTIVO
36,4,34,23,107,68,ACTIVO
29,3,24,17,75,53,ACTIVO
25,2,11,8,36,26,ACTIVO
27,10,49,41,152,124,GRADUADO
25,4,5,5,15,15,ACTIVO
29,8,61,49,182,147,ACTIVO
28,1,15,6,46,18,DESERTOR
21,5,32,32,100,100,ACTIVO
22,7,39,39,121,121,ACTIVO
30,4,15,8,45,24,DESERTOR
25,10,50,50,152,152,GRADUADO
24,2,11,7,35,22,DESERTOR
30,2,16,11,47,33,DESERTOR
23,2,9,6,29,18,DESERTOR
20,2,15,10,48,33,ACTIVO
33,2,3,0,9,0,DESERTOR
36,1,6,1,17,2,DESERTOR
24,6,53,37,167,115,ACTIVO
22,6,46,34,144,106,ACTIVO
30,10,41,37,118,106,GRADUADO
30,10,41,37,118,106,GRADUADO
26,1,5,2,16,7,DESERTOR
24,3,44,13,139,40,ACTIVO
22,1,5,0,15,0,DESERTOR
26,7,42,41,128,125,ACTIVO
27,10,54,49,167,150,GRADUADO
27,10,54,49,167,150,GRADUADO
26,1,5,0,16,0,DESERTOR
32,10,20,19,62,58,GRADUADO
33,10,30,29,88,84,GRADUADO
33,10,30,29,88,84,GRADUADO
24,8,53,44,163,136,ACTIVO
32,10,77,59,221,164,GRADUADO
24,1,5,0,16,0,DESERTOR
29,1,4,4,13,13,ACTIVO
22,3,31,13,99,41,ACTIVO
34,1,5,3,15,9,DESERTOR
18,1,4,4,13,13,ACTIVO
33,9,17,13,50,36,GRADUADO
28,4,4,4,12,12,DESERTOR
30,9,37,33,105,91,GRADUADO
27,10,47,47,137,137,GRADUADO
27,10,47,47,137,137,GRADUADO
25,9,58,55,178,167,GRADUADO
19,1,4,4,13,13,ACTIVO
29,1,10,7,30,22,DESERTOR
19,4,23,21,73,67,ACTIVO
32,10,30,28,82,76,GRADUADO
31,10,24,19,60,44,DESERTOR
29,2,9,6,29,19,DESERTOR
33,3,41,18,124,54,DESERTOR
25,2,5,0,15,0,DESERTOR
25,9,44,41,133,124,ACTIVO
24,3,16,11,52,34,ACTIVO
21,1,5,0,16,0,DESERTOR
28,1,8,3,23,10,DESERTOR
21,1,3,0,9,0,ACTIVO
31,5,27,25,85,79,ACTIVO
23,9,50,46,157,142,ACTIVO
27,3,17,15,55,49,ACTIVO
25,10,71,54,216,164,ACTIVO
22,1,13,4,42,12,DESERTOR
21,1,4,4,13,13,ACTIVO
22,1,5,1,16,3,DESERTOR
23,1,5,5,16,16,DESERTOR
33,5,4,0,14,0,DESERTOR
23,5,38,22,118,70,DESERTOR
27,5,36,26,110,79,ACTIVO
28,1,6,0,17,0,DESERTOR
34,1,5,4,16,13,DESERTOR
24,1,4,4,13,13,ACTIVO
22,6,42,32,133,99,ACTIVO
36,2,8,5,25,14,DESERTOR
26,1,9,3,29,9,DESERTOR
36,3,6,2,18,5,DESERTOR
26,10,64,60,185,172,GRADUADO
31,8,31,18,97,55,DESERTOR
28,1,13,0,39,0,DESERTOR
28,10,56,56,168,168,GRADUADO
28,10,56,56,168,168,GRADUADO
28,8,60,44,183,133,ACTIVO
21,3,19,16,60,51,DESERTOR
20,1,4,0,13,0,ACTIVO
35,5,3,2,10,6,DESERTOR
32,6,18,10,58,30,DESERTOR
34,1,5,1,16,3,DESERTOR
21,1,5,3,16,9,ACTIVO
32,10,50,47,140,131,GRADUADO
32,10,50,47,140,131,GRADUADO
22,6,38,36,118,112,ACTIVO
24,1,7,3,22,10,DESERTOR
23,1,5,0,16,0,DESERTOR
31,10,49,49,143,143,GRADUADO
31,10,49,49,143,143,GRADUADO
25,9,70,60,206,172,GRADUADO
24,2,19,9,59,28,DESERTOR
27,2,15,10,43,28,DESERTOR
32,9,32,29,95,85,GRADUADO
22,7,45,43,139,133,ACTIVO
19,4,22,21,70,67,ACTIVO
26,1,4,2,13,6,DESERTOR
37,10,46,37,130,100,GRADUADO
39,1,6,0,17,0,DESERTOR
18,1,6,5,19,16,ACTIVO
20,1,9,2,29,6,DESERTOR
25,10,60,56,182,170,GRADUADO
23,1,4,3,13,10,DESERTOR
24,6,40,33,128,103,ACTIVO
23,5,37,26,115,81,ACTIVO
24,10,64,58,192,174,GRADUADO
24,10,64,58,192,174,GRADUADO
29,5,26,23,81,71,DESERTOR
27,10,50,45,151,135,GRADUADO
27,10,50,45,151,135,GRADUADO
28,10,55,52,148,140,GRADUADO
30,9,77,60,232,172,GRADUADO
30,9,77,60,232,172,GRADUADO
26,9,48,42,146,126,ACTIVO
29,10,53,42,167,132,GRADUADO
27,7,44,42,136,130,ACTIVO
31,10,43,35,123,97,GRADUADO
31,10,43,35,123,97,GRADUADO
25,6,42,37,133,114,ACTIVO
34,1,9,7,27,19,DESERTOR
22,7,43,39,134,121,ACTIVO
22,5,30,29,94,91,ACTIVO
35,10,19,19,48,48,GRADUADO
27,10,60,55,184,167,GRADUADO
27,10,60,55,184,167,GRADUADO
35,10,56,56,170,170,ACTIVO
30,10,60,60,172,172,GRADUADO
23,4,22,17,71,53,ACTIVO
27,1,6,0,17,0,DESERTOR
27,1,5,4,16,13,DESERTOR
21,3,14,12,44,38,DESERTOR
21,3,21,20,67,63,ACTIVO
30,10,38,34,112,98,GRADUADO
30,10,38,34,112,98,GRADUADO
18,2,9,7,29,22,ACTIVO
20,1,4,2,13,6,ACTIVO
32,10,61,51,189,157,GRADUADO
32,10,61,51,189,157,GRADUADO
23,8,56,46,172,140,ACTIVO
24,1,7,4,22,13,DESERTOR
21,6,40,37,124,115,ACTIVO
21,1,10,6,32,18,DESERTOR
23,1,3,0,10,0,ACTIVO
27,6,32,31,100,97,ACTIVO
24,10,56,56,166,166,GRADUADO
24,10,56,56,166,166,GRADUADO
38,9,62,55,193,167,GRADUADO
38,9,62,55,193,167,GRADUADO
26,1,5,5,16,16,ACTIVO
25,10,52,52,161,155,GRADUADO
25,10,52,52,161,155,GRADUADO
25,4,26,19,83,61,ACTIVO
28,1,5,2,16,7,DESERTOR
21,3,17,17,54,54,ACTIVO
23,4,23,21,72,65,DESERTOR
23,1,4,3,13,10,DESERTOR
23,8,47,45,145,139,ACTIVO
20,2,8,6,25,19,DESERTOR
24,2,13,11,41,34,ACTIVO
18,2,10,9,32,28,ACTIVO
24,2,9,5,28,16,ACTIVO
12,10,2,2,4,4,GRADUADO
21,7,42,39,130,121,ACTIVO
20,4,31,21,99,65,ACTIVO
20,2,4,4,13,13,ACTIVO
21,2,10,10,32,32,ACTIVO
31,1,5,3,15,9,DESERTOR
27,9,51,51,157,157,ACTIVO
67,10,53,53,163,163,ACTIVO
21,7,43,40,135,124,ACTIVO
30,10,26,23,79,70,GRADUADO
36,9,35,34,98,94,GRADUADO
36,9,35,34,98,94,GRADUADO
32,9,13,11,39,32,GRADUADO
34,10,23,18,62,47,GRADUADO
34,10,23,18,62,47,GRADUADO
34,7,34,26,109,81,DESERTOR
30,10,35,31,107,91,ACTIVO
27,9,59,45,185,140,ACTIVO
32,3,13,7,42,22,DESERTOR
29,4,17,2,52,6,DESERTOR
32,1,3,2,10,6,DESERTOR
21,1,4,4,13,13,ACTIVO
21,1,4,3,13,10,ACTIVO
21,5,41,32,130,100,ACTIVO
25,1,6,0,20,0,DESERTOR
23,8,50,49,153,149,ACTIVO
23,4,28,21,89,66,ACTIVO
21,4,31,25,99,79,ACTIVO
31,1,11,7,33,18,DESERTOR
32,4,3,0,9,0,DESERTOR
22,8,50,47,152,143,ACTIVO
22,10,30,25,85,68,ACTIVO
27,10,65,55,201,167,GRADUADO
36,7,19,9,56,27,DESERTOR
23,1,5,3,16,10,DESERTOR
26,9,69,50,219,155,ACTIVO
25,8,54,47,167,145,ACTIVO
21,4,26,22,83,69,ACTIVO
26,5,34,27,107,84,ACTIVO
34,3,5,4,15,12,DESERTOR
22,4,25,23,80,73,ACTIVO
20,1,4,2,13,6,ACTIVO
35,10,48,46,146,139,GRADUADO
35,10,48,46,146,139,GRADUADO
32,5,23,11,70,34,DESERTOR
40,1,5,0,16,0,DESERTOR
28,1,20,5,60,13,DESERTOR
35,9,32,30,86,83,GRADUADO
36,5,34,24,107,75,DESERTOR
19,3,4,1,13,3,ACTIVO
21,1,4,4,13,13,ACTIVO
18,1,4,4,13,13,ACTIVO
26,8,47,47,145,145,ACTIVO
29,10,61,58,182,173,GRADUADO
29,10,61,58,182,173,GRADUADO
29,1,9,2,29,7,DESERTOR
25,8,56,49,178,150,ACTIVO
29,8,61,50,187,152,ACTIVO
32,1,6,3,13,6,DESERTOR
26,1,6,6,17,17,DESERTOR
29,2,10,5,32,16,DESERTOR
24,9,64,53,197,161,ACTIVO
27,1,10,3,29,7,DESERTOR
27,4,15,10,47,30,DESERTOR
20,1,10,4,32,12,DESERTOR
26,1,8,1,26,3,DESERTOR
37,9,53,51,155,148,GRADUADO
30,8,48,46,148,142,ACTIVO
30,10,47,43,146,132,GRADUADO
18,1,10,5,32,15,ACTIVO
19,1,4,4,13,13,ACTIVO
34,2,12,10,38,32,ACTIVO
31,3,7,3,21,8,DESERTOR
32,9,21,20,61,58,GRADUADO
32,9,21,20,61,58,GRADUADO
31,8,45,40,141,124,ACTIVO
26,9,57,56,169,167,GRADUADO
33,5,36,14,118,44,DESERTOR
28,8,51,46,157,142,ACTIVO
30,1,5,4,16,13,DESERTOR
32,10,40,38,108,101,GRADUADO
32,10,40,38,108,101,GRADUADO
39,9,51,50,146,143,GRADUADO
39,9,51,50,146,143,GRADUADO
27,1,6,0,17,0,DESERTOR
35,10,52,50,155,151,GRADUADO
32,1,13,3,42,9,ACTIVO
21,1,4,1,13,3,ACTIVO
21,1,5,1,16,3,ACTIVO
33,9,45,40,133,115,GRADUADO
33,9,45,40,133,115,GRADUADO
33,10,39,30,123,92,GRADUADO
31,3,3,1,11,4,DESERTOR
21,1,11,1,34,3,ACTIVO
21,3,30,14,97,44,ACTIVO
36,10,26,25,71,68,GRADUADO
36,10,26,25,71,68,GRADUADO
21,1,4,2,13,7,DESERTOR
25,8,49,46,151,142,ACTIVO
30,10,3,3,6,6,ACTIVO
30,10,3,3,6,6,ACTIVO
25,10,23,18,65,49,ACTIVO
28,3,10,9,31,27,DESERTOR
39,9,30,26,94,80,GRADUADO
28,2,15,5,39,10,DESERTOR
27,10,40,36,126,106,GRADUADO
24,2,19,9,60,28,DESERTOR
23,2,4,4,13,13,ACTIVO
22,4,41,26,127,76,ACTIVO
33,3,19,9,59,24,DESERTOR
33,1,6,0,17,0,DESERTOR
23,1,9,5,30,17,ACTIVO
27,6,45,34,143,104,DESERTOR
31,1,4,1,13,2,DESERTOR
35,1,5,0,15,0,DESERTOR
30,5,35,17,112,50,ACTIVO
30,10,26,26,64,64,GRADUADO
21,1,4,3,13,10,ACTIVO
42,3,1,1,3,3,DESERTOR
42,10,27,27,74,74,GRADUADO
42,10,27,27,74,74,GRADUADO
32,3,11,2,33,5,DESERTOR
37,1,6,0,17,0,DESERTOR
27,10,56,44,173,134,GRADUADO
27,10,56,44,173,134,GRADUADO
27,1,5,1,16,3,DESERTOR
24,9,45,44,139,136,ACTIVO
27,7,22,20,66,60,ACTIVO
25,6,57,39,174,120,ACTIVO
25,9,64,60,184,172,GRADUADO
24,4,35,25,112,78,ACTIVO
43,1,11,4,33,11,DESERTOR
28,7,28,26,84,78,ACTIVO
25,2,10,9,32,29,DESERTOR
39,10,34,28,96,75,GRADUADO
39,10,34,28,96,75,GRADUADO
35,5,20,16,62,49,DESERTOR
47,10,41,41,112,112,GRADUADO
30,1,5,1,16,4,DESERTOR
29,10,43,43,132,132,GRADUADO
30,6,18,17,55,51,DESERTOR
27,4,6,5,19,15,DESERTOR
30,10,64,54,198,164,GRADUADO
25,9,54,54,166,166,ACTIVO
32,1,10,6,31,16,DESERTOR
33,8,7,7,18,18,GRADUADO
30,7,63,37,194,115,ACTIVO
32,7,59,38,181,116,DESERTOR
35,10,66,58,199,174,GRADUADO
35,10,66,58,199,174,GRADUADO
38,9,12,11,37,34,GRADUADO
28,8,44,39,136,121,ACTIVO
21,1,4,4,13,13,ACTIVO
23,6,33,32,103,100,ACTIVO
32,9,52,50,159,151,GRADUADO
30,10,48,45,143,132,GRADUADO
30,10,48,45,143,132,GRADUADO
26,2,13,12,41,37,DESERTOR
32,10,33,26,94,72,GRADUADO
32,10,33,26,94,72,GRADUADO
33,9,66,49,220,150,GRADUADO
29,10,54,54,155,155,GRADUADO
29,10,54,54,155,155,GRADUADO
23,2,4,3,13,9,ACTIVO
29,1,6,5,17,13,DESERTOR
32,9,34,34,96,96,GRADUADO
38,10,55,43,168,122,GRADUADO
30,4,6,6,16,16,DESERTOR
33,3,26,16,81,47,DESERTOR
30,9,65,60,186,172,GRADUADO
18,1,4,3,13,10,ACTIVO
25,8,48,47,148,145,ACTIVO
21,10,50,46,122,114,ACTIVO
21,1,4,4,13,13,ACTIVO
23,5,27,21,87,67,ACTIVO
22,1,10,4,32,12,DESERTOR
22,1,5,5,16,16,DESERTOR
17,2,10,10,32,32,ACTIVO
25,2,12,7,33,20,DESERTOR
22,4,28,22,89,70,ACTIVO
20,1,5,1,16,3,DESERTOR
21,5,35,30,111,94,ACTIVO
26,1,12,9,34,25,DESERTOR
18,2,10,8,31,25,ACTIVO
20,4,25,21,79,67,ACTIVO
23,1,5,0,16,0,DESERTOR
20,3,19,10,63,34,ACTIVO
20,1,6,5,18,15,ACTIVO
20,4,11,9,35,28,ACTIVO
28,3,22,8,68,21,DESERTOR
23,1,4,4,13,13,ACTIVO
32,10,7,6,18,17,GRADUADO
29,3,6,3,17,8,DESERTOR
36,3,21,7,66,21,DESERTOR
23,2,29,5,92,16,DESERTOR
23,5,46,29,142,89,ACTIVO
20,5,30,28,94,88,ACTIVO
22,8,52,42,162,130,ACTIVO
23,1,12,3,38,10,DESERTOR
21,5,34,29,107,91,ACTIVO
22,1,10,5,32,15,DESERTOR
23,1,4,1,13,3,DESERTOR
28,1,9,6,26,18,DESERTOR
20,1,7,5,22,15,ACTIVO
24,10,26,12,72,32,DESERTOR
23,8,51,46,158,142,ACTIVO
37,10,3,3,7,7,GRADUADO
28,10,65,57,196,171,ACTIVO
28,10,65,57,196,171,ACTIVO
23,5,39,25,124,77,ACTIVO
19,2,4,2,13,6,ACTIVO
19,1,5,5,16,16,ACTIVO
22,5,31,25,98,79,ACTIVO
24,9,73,56,222,167,ACTIVO
26,9,48,44,137,125,DESERTOR
28,5,12,9,40,29,ACTIVO
21,6,39,36,121,112,ACTIVO
27,1,10,6,32,19,DESERTOR
21,2,12,8,38,26,ACTIVO
26,5,37,25,113,77,ACTIVO
23,1,6,6,19,19,DESERTOR
28,10,43,43,132,132,GRADUADO
24,1,6,1,19,3,DESERTOR
27,1,3,2,10,6,DESERTOR
19,1,10,2,32,6,ACTIVO
28,10,43,40,107,104,GRADUADO
19,2,18,12,56,36,ACTIVO
28,10,68,57,208,176,DESERTOR
28,10,68,57,208,176,DESERTOR
22,3,21,16,68,50,ACTIVO
32,9,47,35,147,107,GRADUADO
32,9,47,35,147,107,GRADUADO
22,7,37,36,116,112,ACTIVO
26,7,57,38,174,116,ACTIVO
25,1,5,0,16,0,DESERTOR
22,4,28,20,90,62,ACTIVO
27,2,17,15,48,42,DESERTOR
21,2,12,8,39,26,ACTIVO
44,1,4,3,14,10,DESERTOR
24,6,33,30,103,94,ACTIVO
30,5,31,17,91,49,DESERTOR
28,1,4,1,12,3,DESERTOR
25,3,18,15,57,50,DESERTOR
27,10,68,59,204,174,GRADUADO
27,10,68,59,204,174,GRADUADO
38,2,10,8,31,25,DESERTOR
24,5,32,27,102,85,ACTIVO
24,6,32,30,100,94,ACTIVO
22,10,56,56,146,146,ACTIVO
31,1,5,0,16,0,DESERTOR
36,6,18,17,57,53,DESERTOR
20,2,12,5,39,16,ACTIVO
28,10,36,36,102,102,GRADUADO
24,7,49,40,153,124,ACTIVO
39,9,56,56,168,168,GRADUADO
19,1,5,5,16,16,ACTIVO
21,3,27,18,87,57,ACTIVO
24,1,10,3,33,9,DESERTOR
28,9,66,55,194,159,GRADUADO
28,9,66,55,194,159,GRADUADO
25,4,24,22,76,69,ACTIVO
25,9,66,55,202,169,ACTIVO
30,1,3,1,10,3,DESERTOR
20,3,20,19,64,61,ACTIVO
28,2,18,10,58,31,DESERTOR
22,8,44,44,136,136,ACTIVO
35,7,49,41,152,127,ACTIVO
37,10,70,57,216,171,GRADUADO
33,9,71,60,206,172,GRADUADO
12,6,12,10,34,28,DESERTOR
25,2,4,3,12,9,ACTIVO
24,7,31,27,94,82,ACTIVO
32,10,51,46,148,134,GRADUADO
32,10,51,46,148,134,GRADUADO
33,5,13,9,40,28,DESERTOR
26,4,35,21,108,64,ACTIVO
28,1,11,6,34,15,DESERTOR
18,2,11,11,35,35,ACTIVO
18,2,10,10,32,32,ACTIVO
20,3,28,17,89,54,ACTIVO
28,10,45,37,139,113,GRADUADO
27,9,63,61,179,173,GRADUADO
27,9,63,61,179,173,GRADUADO
26,7,72,37,225,113,ACTIVO
20,3,29,16,91,50,ACTIVO
24,6,25,21,76,64,ACTIVO
28,5,25,18,78,55,ACTIVO
27,3,5,4,15,12,DESERTOR
29,1,9,5,32,15,DESERTOR
22,7,28,28,86,86,ACTIVO
23,1,5,3,16,9,DESERTOR
26,2,15,7,45,18,DESERTOR
26,10,80,75,196,187,GRADUADO
26,10,80,75,196,187,GRADUADO
28,10,78,49,210,124,DESERTOR
25,1,5,1,15,2,DESERTOR
26,10,71,62,200,174,ACTIVO
23,6,45,33,141,103,ACTIVO
21,5,41,30,128,93,ACTIVO
22,2,12,8,39,26,ACTIVO
23,1,10,5,32,15,DESERTOR
23,1,4,4,13,13,ACTIVO
31,10,55,47,155,136,GRADUADO
31,10,55,47,155,136,GRADUADO
23,1,5,2,16,6,DESERTOR
26,3,24,16,74,45,DESERTOR
31,9,47,44,134,123,GRADUADO
28,1,6,2,17,4,ACTIVO
28,2,3,0,10,0,DESERTOR
19,1,5,4,16,13,ACTIVO
24,3,15,14,47,44,ACTIVO
22,1,5,1,16,3,DESERTOR
19,2,10,10,32,32,ACTIVO
27,10,42,40,125,116,GRADUADO
19,2,6,4,19,12,ACTIVO
19,1,5,5,16,16,ACTIVO
18,2,11,10,35,31,ACTIVO
26,9,59,56,178,168,GRADUADO
29,10,35,34,106,102,GRADUADO
28,1,9,7,29,21,ACTIVO
28,9,55,49,173,153,ACTIVO
36,10,58,56,174,168,GRADUADO
36,10,58,56,174,168,GRADUADO
26,1,4,1,13,4,DESERTOR
21,7,41,39,125,119,ACTIVO
32,9,30,29,83,80,GRADUADO
33,9,66,58,199,170,GRADUADO
36,3,13,8,44,27,DESERTOR
29,10,69,54,214,166,DESERTOR
26,1,4,3,13,9,ACTIVO
34,6,9,4,30,14,DESERTOR
21,1,4,4,13,13,ACTIVO
32,10,47,44,156,135,GRADUADO
27,10,62,54,189,164,GRADUADO
27,10,62,54,189,164,GRADUADO
30,8,35,28,103,82,ACTIVO
23,3,17,12,55,37,ACTIVO
23,3,24,13,77,40,DESERTOR
23,1,6,6,19,19,DESERTOR
28,6,49,32,154,100,ACTIVO
21,1,5,3,16,9,DESERTOR
27,10,39,37,119,111,ACTIVO
31,8,66,44,199,131,ACTIVO
25,2,16,13,51,40,DESERTOR
27,9,60,56,181,168,GRADUADO
29,1,11,7,32,20,DESERTOR
29,2,3,2,9,6,ACTIVO
33,3,18,17,54,50,DESERTOR
24,7,27,23,81,69,ACTIVO
26,2,15,4,48,12,DESERTOR
34,9,52,48,158,144,GRADUADO
24,7,30,29,93,89,ACTIVO
36,10,8,6,21,15,GRADUADO
36,10,8,6,21,15,GRADUADO
29,10,65,56,199,168,GRADUADO
29,10,65,56,199,168,GRADUADO
28,3,18,11,58,35,ACTIVO
27,9,64,60,186,172,GRADUADO
27,9,64,60,186,172,GRADUADO
25,5,44,27,139,83,ACTIVO
23,5,31,27,97,85,ACTIVO
25,4,20,18,65,58,ACTIVO
24,1,5,2,16,6,DESERTOR
21,7,39,38,121,118,ACTIVO
32,10,68,52,204,155,GRADUADO
32,9,34,27,107,81,GRADUADO
32,9,34,27,107,81,GRADUADO
35,3,6,0,15,0,DESERTOR
25,2,10,5,29,13,DESERTOR
23,6,40,30,124,94,ACTIVO
32,5,18,9,53,28,DESERTOR
36,10,11,11,33,33,GRADUADO
37,8,77,48,233,146,ACTIVO
19,1,9,5,29,15,ACTIVO
26,2,21,10,62,29,DESERTOR
27,7,63,44,193,135,ACTIVO
20,4,25,20,79,63,ACTIVO
30,3,22,20,67,60,DESERTOR
33,3,5,5,15,15,DESERTOR
40,2,6,5,18,15,DESERTOR
26,10,85,56,249,166,ACTIVO
28,8,44,40,136,124,ACTIVO
27,1,22,3,67,7,DESERTOR
30,2,12,6,35,17,DESERTOR
30,1,5,5,16,16,DESERTOR
29,10,51,46,160,140,ACTIVO
24,1,14,2,44,6,DESERTOR
28,9,56,48,161,138,GRADUADO
28,9,56,48,161,138,GRADUADO
25,9,52,52,160,160,ACTIVO
28,3,14,13,44,41,DESERTOR
24,6,33,32,103,100,ACTIVO
22,3,22,13,70,40,DESERTOR
31,10,54,53,147,146,ACTIVO
24,6,37,29,115,90,ACTIVO
30,10,57,56,172,168,GRADUADO
30,10,57,56,172,168,GRADUADO
36,10,15,15,36,36,GRADUADO
27,9,53,50,161,151,GRADUADO
27,1,6,0,17,0,DESERTOR
26,6,40,37,124,115,ACTIVO
35,7,52,38,163,118,ACTIVO
33,9,37,32,104,88,GRADUADO
26,2,28,10,89,31,DESERTOR
32,2,14,12,42,35,DESERTOR
36,8,41,27,125,82,ACTIVO
29,2,11,7,32,19,DESERTOR
25,7,43,42,133,130,ACTIVO
32,2,16,13,50,41,ACTIVO
27,3,23,17,69,49,DESERTOR
26,3,9,5,27,15,ACTIVO
27,5,34,31,107,97,ACTIVO
24,2,15,8,48,25,DESERTOR
20,5,29,28,92,88,ACTIVO
25,10,66,57,200,171,GRADUADO
25,10,59,58,176,174,GRADUADO
25,10,59,58,176,174,GRADUADO
21,2,12,10,39,31,ACTIVO
23,3,21,13,68,41,ACTIVO
29,8,22,22,66,66,ACTIVO
27,6,40,35,125,109,ACTIVO
29,9,43,30,135,92,GRADUADO
27,1,5,4,16,13,DESERTOR
42,9,26,12,82,40,DESERTOR
32,2,28,10,86,28,DESERTOR
29,9,27,23,73,66,GRADUADO
24,1,5,0,16,0,DESERTOR
24,2,14,10,45,32,ACTIVO
24,10,66,54,203,166,ACTIVO
23,1,3,3,10,10,ACTIVO
25,2,13,11,42,35,ACTIVO
31,2,12,11,38,35,DESERTOR
23,1,5,1,16,3,DESERTOR
25,8,62,50,190,153,ACTIVO
